Program,Calendar_Year,Requirement,Required_Total,Rule,Bucket,Course_Code,Course_Title,Helps_Fulfill_Option
Chemical Engineering,2023-2024,Technical Electives,4,Complete 4 TEs: 2 from List 1; 2 additional from List 1 or List 2.,List 2,MSE 431,Stochastic Models and Methods,General Chemical TE
Chemical Engineering,2023-2024,Technical Electives,4,Complete 4 TEs: 2 from List 1; 2 additional from List 1 or List 2.,List 2,MSE 432,Production and Service Operations Management,General Chemical TE
Chemical Engineering,2023-2024,Technical Electives,4,Complete 4 TEs: 2 from List 1; 2 additional from List 1 or List 2.,List 2,MSE 551,Quality Management and Control,General Chemical TE
Chemical Engineering,2023-2024,Technical Electives,4,Complete 4 TEs: 2 from List 1; 2 additional from List 1 or List 2.,List 2,NE 352,Surfaces and Interfaces,General Chemical TE
Chemical Engineering,2023-2024,Technical Electives,4,Complete 4 TEs: 2 from List 1; 2 additional from List 1 or List 2.,List 2,NE 451,Simulation Methods,General Chemical TE
Chemical Engineering,2023-2024,Technical Electives,4,Complete 4 TEs: 2 from List 1; 2 additional from List 1 or List 2.,List 2,SYDE 531,Design Optimization Under Probabilistic Uncertainty,Intelligent Systems
Civil Engineering,2023-2024,Technical Electives,7,7 TEs total: at least 3 from List 1; remaining from List 1 or List 2.,List 1 (Design-Intensive),AE 572,Building Energy Analysis,Building Systems
Civil Engineering,2023-2024,Technical Electives,7,7 TEs total: at least 3 from List 1; remaining from List 1 or List 2.,List 1 (Design-Intensive),AE 573,"HVAC Systems, Equipment, and Energy Efficiency",Building Systems
Civil Engineering,2023-2024,Technical Electives,7,7 TEs total: at least 3 from List 1; remaining from List 1 or List 2.,List 1 (Design-Intensive),CIVE 343,Traffic Simulation Modelling and Applications,Transportation
Civil Engineering,2023-2024,Technical Electives,7,7 TEs total: at least 3 from List 1; remaining from List 1 or List 2.,List 1 (Design-Intensive),CIVE 354,Geotechnical Engineering 2,Geotechnical
Civil Engineering,2023-2024,Technical Electives,7,7 TEs total: at least 3 from List 1; remaining from List 1 or List 2.,List 1 (Design-Intensive),CIVE 413,Structural Steel Design,Structures
Civil Engineering,2023-2024,Technical Electives,7,7 TEs total: at least 3 from List 1; remaining from List 1 or List 2.,List 1 (Design-Intensive),CIVE 414,Structural Concrete Design,Structures
Civil Engineering,2023-2024,Technical Electives,7,7 TEs total: at least 3 from List 1; remaining from List 1 or List 2.,List 1 (Design-Intensive),CIVE 415,Structural System Design,Structures
Civil Engineering,2023-2024,Technical Electives,7,7 TEs total: at least 3 from List 1; remaining from List 1 or List 2.,List 1 (Design-Intensive),CIVE 460,Engineering Biomechanics,General Civil TE
Civil Engineering,2023-2024,Technical Electives,7,7 TEs total: at least 3 from List 1; remaining from List 1 or List 2.,List 1 (Design-Intensive),CIVE 495,Design Intensive Special Topics in Civil Engineering,General Civil TE
Civil Engineering,2023-2024,Technical Electives,7,7 TEs total: at least 3 from List 1; remaining from List 1 or List 2.,List 1 (Design-Intensive),CIVE 512,Rehabilitation of Structures,Structures
Civil Engineering,2023-2024,Technical Electives,7,7 TEs total: at least 3 from List 1; remaining from List 1 or List 2.,List 1 (Design-Intensive),CIVE 542,Pavement Structural Design,Transportation
Civil Engineering,2023-2024,Technical Electives,7,7 TEs total: at least 3 from List 1; remaining from List 1 or List 2.,List 1 (Design-Intensive),CIVE 554,Geotechnical Engineering 3,Geotechnical
Civil Engineering,2023-2024,Technical Electives,7,7 TEs total: at least 3 from List 1; remaining from List 1 or List 2.,List 1 (Design-Intensive),CIVE 583,Design of Urban Water Systems,Water Resources
Civil Engineering,2023-2024,Technical Electives,7,7 TEs total: at least 3 from List 1; remaining from List 1 or List 2.,List 1 (Design-Intensive),CIVE 596,Construction Engineering,Construction
Civil Engineering,2023-2024,Technical Electives,7,7 TEs total: at least 3 from List 1; remaining from List 1 or List 2.,List 1 (Design-Intensive),EARTH 438,Engineering Geology,Geotechnical
Civil Engineering,2023-2024,Technical Electives,7,7 TEs total: at least 3 from List 1; remaining from List 1 or List 2.,List 1 (Design-Intensive),ENVE 577,Engineering for Solid Waste Management,General Civil TE
Civil Engineering,2023-2024,Technical Electives,7,7 TEs total: at least 3 from List 1; remaining from List 1 or List 2.,List 1 (Design-Intensive),ENVE 583,Design of Urban Water Systems,Water Resources
Civil Engineering,2023-2024,Technical Electives,7,7 TEs total: at least 3 from List 1; remaining from List 1 or List 2.,List 1 (Design-Intensive),GEOE 354,Geotechnical Engineering 2,Geotechnical
Civil Engineering,2023-2024,Technical Electives,7,7 TEs total: at least 3 from List 1; remaining from List 1 or List 2.,List 1 (Design-Intensive),GEOE 554,Geotechnical Engineering 3,Geotechnical
Civil Engineering,2023-2024,Technical Electives,7,7 TEs total: at least 3 from List 1; remaining from List 1 or List 2.,List 1 (Design-Intensive),ME 572,Building Energy Analysis,Building Systems
Civil Engineering,2023-2024,Technical Electives,7,7 TEs total: at least 3 from List 1; remaining from List 1 or List 2.,List 1 (Design-Intensive),ME 573,"HVAC Systems, Equipment, and Energy Efficiency",Building Systems
Civil Engineering,2023-2024,Technical Electives,7,7 TEs total: at least 3 from List 1; remaining from List 1 or List 2.,List 1 (Design-Intensive),ME 574,Engineering Biomechanics,General Civil TE
Civil Engineering,2023-2024,Technical Electives,7,7 TEs total: at least 3 from List 1; remaining from List 1 or List 2.,List 1 (Design-Intensive),SYDE 533,Conflict Resolution,Societal & Environmental Systems
Civil Engineering,2023-2024,Technical Electives,7,7 TEs total: at least 3 from List 1; remaining from List 1 or List 2.,List 2 (Technical),CIVE 306,Solid Mechanics 3,General Civil TE
Civil Engineering,2023-2024,Technical Electives,7,7 TEs total: at least 3 from List 1; remaining from List 1 or List 2.,List 2 (Technical),CIVE 422,Finite Element Analysis,Structures
Civil Engineering,2023-2024,Technical Electives,7,7 TEs total: at least 3 from List 1; remaining from List 1 or List 2.,List 2 (Technical),CIVE 440,Transit Planning and Operations,Transportation
Civil Engineering,2023-2024,Technical Electives,7,7 TEs total: at least 3 from List 1; remaining from List 1 or List 2.,List 2 (Technical),CIVE 484,Physical Infrastructure Planning,Structures
Civil Engineering,2023-2024,Technical Electives,7,7 TEs total: at least 3 from List 1; remaining from List 1 or List 2.,List 2 (Technical),CIVE 497,Special Topics in Civil Engineering,General Civil TE
Civil Engineering,2023-2024,Technical Electives,7,7 TEs total: at least 3 from List 1; remaining from List 1 or List 2.,List 2 (Technical),CIVE 505,Structural Dynamics,Structures
Civil Engineering,2023-2024,Technical Electives,7,7 TEs total: at least 3 from List 1; remaining from List 1 or List 2.,List 2 (Technical),PLAN 478,Transit Planning and Operations,Transportation
Civil Engineering,2023-2024,Technical Electives,7,7 TEs total: at least 3 from List 1; remaining from List 1 or List 2.,List 2 (Technical),PLAN 484,Physical Infrastructure Planning,Structures
Computer Engineering,2023-2024,Technical Electives,8,8 TEs total: 3B includes TE-counted core; at least 3 must be 400-level ECE (ECE 406–495 or ECE 499). At least one non‑ECE Eng TE required (max two).,3B CE/EE Pool,ECE 313,Digital Signal Processing,Signals & DSP
Computer Engineering,2023-2024,Technical Electives,8,8 TEs total: 3B includes TE-counted core; at least 3 must be 400-level ECE (ECE 406–495 or ECE 499). At least one non‑ECE Eng TE required (max two).,3B CE/EE Pool,ECE 320,Computer Architecture,Computer Architecture/Hardware
Computer Engineering,2023-2024,Technical Electives,8,8 TEs total: 3B includes TE-counted core; at least 3 must be 400-level ECE (ECE 406–495 or ECE 499). At least one non‑ECE Eng TE required (max two).,3B CE/EE Pool,ECE 331,Electronic Devices,Electronics/Devices
Computer Engineering,2023-2024,Technical Electives,8,8 TEs total: 3B includes TE-counted core; at least 3 must be 400-level ECE (ECE 406–495 or ECE 499). At least one non‑ECE Eng TE required (max two).,3B CE/EE Pool,ECE 351,Electromagnetic Fields and Waves,RF & EM
Computer Engineering,2023-2024,Technical Electives,8,8 TEs total: 3B includes TE-counted core; at least 3 must be 400-level ECE (ECE 406–495 or ECE 499). At least one non‑ECE Eng TE required (max two).,3B CE/EE Pool,ECE 356,Digital Systems Engineering / Database Systems,General ECE TE
Computer Engineering,2023-2024,Technical Electives,8,8 TEs total: 3B includes TE-counted core; at least 3 must be 400-level ECE (ECE 406–495 or ECE 499). At least one non‑ECE Eng TE required (max two).,3B CE/EE Pool,ECE 358,Computer Networks,Communications & Networking
Computer Engineering,2023-2024,Technical Electives,8,8 TEs total: 3B includes TE-counted core; at least 3 must be 400-level ECE (ECE 406–495 or ECE 499). At least one non‑ECE Eng TE required (max two).,3B CE/EE Pool,ECE 360,Power Systems and Smart Grids,Power & Energy
Computer Engineering,2023-2024,Technical Electives,8,8 TEs total: 3B includes TE-counted core; at least 3 must be 400-level ECE (ECE 406–495 or ECE 499). At least one non‑ECE Eng TE required (max two).,3B CE/EE Pool,ECE 373,Radio Frequency and Microwave Circuits / Electronic Devices,Electronics/Devices
Computer Engineering,2023-2024,Technical Electives,8,8 TEs total: 3B includes TE-counted core; at least 3 must be 400-level ECE (ECE 406–495 or ECE 499). At least one non‑ECE Eng TE required (max two).,4th-Year Pool,ECE 406-495,Any 400-level ECE technical elective in this range,General ECE TE
Computer Engineering,2023-2024,Technical Electives,8,8 TEs total: 3B includes TE-counted core; at least 3 must be 400-level ECE (ECE 406–495 or ECE 499). At least one non‑ECE Eng TE required (max two).,4th-Year Pool,ECE 499,Elective Research Project,General ECE TE
Electrical Engineering,2023-2024,Technical Electives,8,8 TEs total: 3B includes TE-counted core; at least 3 must be 400-level ECE (ECE 406–495 or ECE 499). At least one non‑ECE Eng TE required (max two).,3B EE/CE Pool,ECE 313,Digital Signal Processing,Signals & DSP
Electrical Engineering,2023-2024,Technical Electives,8,8 TEs total: 3B includes TE-counted core; at least 3 must be 400-level ECE (ECE 406–495 or ECE 499). At least one non‑ECE Eng TE required (max two).,3B EE/CE Pool,ECE 320,Computer Architecture,Computer Architecture/Hardware
Electrical Engineering,2023-2024,Technical Electives,8,8 TEs total: 3B includes TE-counted core; at least 3 must be 400-level ECE (ECE 406–495 or ECE 499). At least one non‑ECE Eng TE required (max two).,3B EE/CE Pool,ECE 331,Electronic Devices,Electronics/Devices
Electrical Engineering,2023-2024,Technical Electives,8,8 TEs total: 3B includes TE-counted core; at least 3 must be 400-level ECE (ECE 406–495 or ECE 499). At least one non‑ECE Eng TE required (max two).,3B EE/CE Pool,ECE 351,Electromagnetic Fields and Waves,RF & EM
Electrical Engineering,2023-2024,Technical Electives,8,8 TEs total: 3B includes TE-counted core; at least 3 must be 400-level ECE (ECE 406–495 or ECE 499). At least one non‑ECE Eng TE required (max two).,3B EE/CE Pool,ECE 356,Digital Systems Engineering / Database Systems,General ECE TE
Electrical Engineering,2023-2024,Technical Electives,8,8 TEs total: 3B includes TE-counted core; at least 3 must be 400-level ECE (ECE 406–495 or ECE 499). At least one non‑ECE Eng TE required (max two).,3B EE/CE Pool,ECE 358,Computer Networks,Communications & Networking
Electrical Engineering,2023-2024,Technical Electives,8,8 TEs total: 3B includes TE-counted core; at least 3 must be 400-level ECE (ECE 406–495 or ECE 499). At least one non‑ECE Eng TE required (max two).,3B EE/CE Pool,ECE 360,Power Systems and Smart Grids,Power & Energy
Electrical Engineering,2023-2024,Technical Electives,8,8 TEs total: 3B includes TE-counted core; at least 3 must be 400-level ECE (ECE 406–495 or ECE 499). At least one non‑ECE Eng TE required (max two).,3B EE/CE Pool,ECE 373,Radio Frequency and Microwave Circuits / Electronic Devices,Electronics/Devices
Electrical Engineering,2023-2024,Technical Electives,8,8 TEs total: 3B includes TE-counted core; at least 3 must be 400-level ECE (ECE 406–495 or ECE 499). At least one non‑ECE Eng TE required (max two).,4th-Year Pool,ECE 406-495,Any 400-level ECE technical elective in this range,General ECE TE
Electrical Engineering,2023-2024,Technical Electives,8,8 TEs total: 3B includes TE-counted core; at least 3 must be 400-level ECE (ECE 406–495 or ECE 499). At least one non‑ECE Eng TE required (max two).,4th-Year Pool,ECE 499,Elective Research Project,General ECE TE
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 1 (Design-Intensive),CIVE 343,Traffic Simulation Modelling and Applications,General Environmental TE
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 1 (Design-Intensive),CIVE 354,Geotechnical Engineering 2,General Environmental TE
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 1 (Design-Intensive),CIVE 413,Structural Steel Design,General Environmental TE
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 1 (Design-Intensive),CIVE 414,Structural Concrete Design,General Environmental TE
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 1 (Design-Intensive),CIVE 415,Structural System Design,General Environmental TE
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 1 (Design-Intensive),CIVE 495,Design Intensive Special Topics in Civil Engineering,General Environmental TE
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 1 (Design-Intensive),CIVE 512,Rehabilitation of Structures,General Environmental TE
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 1 (Design-Intensive),CIVE 542,Pavement Structural Design,General Environmental TE
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 1 (Design-Intensive),CIVE 554,Geotechnical Engineering 3,General Environmental TE
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 1 (Design-Intensive),CIVE 583,Design of Urban Water Systems,Water
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 1 (Design-Intensive),CIVE 596,Construction Engineering,General Environmental TE
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 1 (Design-Intensive),EARTH 438,Engineering Geology,General Environmental TE
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 1 (Design-Intensive),ENVE 577,Engineering for Solid Waste Management,Waste
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 1 (Design-Intensive),ENVE 583,Design of Urban Water Systems,Water
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 1 (Design-Intensive),GEOE 354,Geotechnical Engineering 2,General Environmental TE
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 1 (Design-Intensive),GEOE 554,Geotechnical Engineering 3,General Environmental TE
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 1 (Design-Intensive),SYDE 533,Conflict Resolution,Societal & Environmental Systems
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 2 (Technical),BIOL 462,Applied Wetland Science,Water
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 2 (Technical),CIVE 306,Solid Mechanics 3,General Environmental TE
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 2 (Technical),CIVE 422,Finite Element Analysis,General Environmental TE
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 2 (Technical),CIVE 440,Transit Planning and Operations,General Environmental TE
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 2 (Technical),CIVE 484,Physical Infrastructure Planning,General Environmental TE
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 2 (Technical),CIVE 497,Special Topics in Civil Engineering,General Environmental TE
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 2 (Technical),CIVE 505,Structural Dynamics,General Environmental TE
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 2 (Technical),CIVE 507,Building Science and Technology,General Environmental TE
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 2 (Technical),EARTH 444,Applied Wetland Science,Water
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 2 (Technical),EARTH 458,Physical Hydrogeology,Water
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 2 (Technical),ENVE 277,Air Quality Engineering,Air
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 2 (Technical),ENVE 279,Energy and the Environment,General Environmental TE
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 2 (Technical),ENVE 376,Biological Processes,General Environmental TE
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 2 (Technical),ENVE 383,Advanced Hydrology and Hydraulics,Water
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 2 (Technical),ENVE 573,Contaminant Transport,Contaminant Transport
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 2 (Technical),GEOG 209,Hydroclimatology,Water
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 2 (Technical),GEOG 305,Fluvial Geomorphology,General Environmental TE
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 2 (Technical),GEOG 371,Advanced Remote Sensing Techniques,Geomatics/Modeling
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 2 (Technical),GEOG 381,Advanced Geographic Information Systems,Geomatics/Modeling
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 2 (Technical),GEOG 453,Urban Stormwater Management,Water
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 2 (Technical),ME 559,Finite Element Methods,General Environmental TE
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 2 (Technical),PLAN 381,Advanced Geographic Information Systems,Geomatics/Modeling
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 2 (Technical),PLAN 416,Modelling the City,General Environmental TE
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 2 (Technical),PLAN 453,Urban Stormwater Management,Water
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 2 (Technical),PLAN 477,Freight Planning and Policy,General Environmental TE
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 2 (Technical),PLAN 478,Transit Planning and Operations,General Environmental TE
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 2 (Technical),PLAN 483,Land Development Planning,General Environmental TE
Environmental Engineering,2023-2024,Technical Electives,7,7 TEs: at least 4 from List 1; up to 3 from List 2.,List 2 (Technical),PLAN 484,Physical Infrastructure Planning,General Environmental TE
Geological Engineering,2023-2024,Technical Electives,4,Complete 4 TEs from the list.,Technical Electives,BIOL 462,Applied Wetland Science,Hydrogeology
Geological Engineering,2023-2024,Technical Electives,4,Complete 4 TEs from the list.,Technical Electives,CIVE 354,Geotechnical Engineering 2,Geotechnical
Geological Engineering,2023-2024,Technical Electives,4,Complete 4 TEs from the list.,Technical Electives,CIVE 497,Special Topics in Civil Engineering,General Geological TE
Geological Engineering,2023-2024,Technical Electives,4,Complete 4 TEs from the list.,Technical Electives,EARTH 221,Introductory Geochemistry,Geochemistry
Geological Engineering,2023-2024,Technical Electives,4,Complete 4 TEs from the list.,Technical Electives,EARTH 260,Introductory Geophysics,Geophysics
Geological Engineering,2023-2024,Technical Electives,4,Complete 4 TEs from the list.,Technical Electives,EARTH 270,Disasters and Natural Hazards,General Geological TE
Geological Engineering,2023-2024,Technical Electives,4,Complete 4 TEs from the list.,Technical Electives,EARTH 322,Introductory Mineralogy and Petrology,Petrology/Mineralogy
Geological Engineering,2023-2024,Technical Electives,4,Complete 4 TEs from the list.,Technical Electives,EARTH 344,Groundwater Hydraulics,Hydrogeology
Geological Engineering,2023-2024,Technical Electives,4,Complete 4 TEs from the list.,Technical Electives,EARTH 421,Advanced Geochemistry,Geochemistry
Geological Engineering,2023-2024,Technical Electives,4,Complete 4 TEs from the list.,Technical Electives,EARTH 444,Applied Wetland Science,Hydrogeology
Geological Engineering,2023-2024,Technical Electives,4,Complete 4 TEs from the list.,Technical Electives,ENVE 376,Biological Processes,General Geological TE
Geological Engineering,2023-2024,Technical Electives,4,Complete 4 TEs from the list.,Technical Electives,ENVE 573,Contaminant Transport,General Geological TE
Geological Engineering,2023-2024,Technical Electives,4,Complete 4 TEs from the list.,Technical Electives,GEOE 354,Geotechnical Engineering 2,Geotechnical
Geological Engineering,2023-2024,Technical Electives,4,Complete 4 TEs from the list.,Technical Electives,GEOE 439,Seismology and Engineering Seismology,Geophysics
Geological Engineering,2023-2024,Technical Electives,4,Complete 4 TEs from the list.,Technical Electives,GEOE 494,Geological Engineering Design Project 1,General Geological TE
Geological Engineering,2023-2024,Technical Electives,4,Complete 4 TEs from the list.,Technical Electives,GEOE 498,Special Topics in Geological Engineering,General Geological TE
Geological Engineering,2023-2024,Technical Electives,4,Complete 4 TEs from the list.,Technical Electives,GEOE 499,Geological Engineering Design Project 2,General Geological TE
Management Engineering,2023-2024,Technical Electives,6,Complete six Technical Electives from the approved list.,Technical Electives,MSE 433,Applications of Management Engineering,General Management TE
